-133.813	, BV = 	0.763683
 -133.706	, BV = 	0.786578
 -133.602	, BV = 	0.809473
 -133.501	, BV = 	0.832368
 -133.405	, BV = 	0.855263
 -133.312	, BV = 	0.878158
 -133.223	, BV = 	0.901053
 -133.138	, BV = 	0.923948
 -133.057	, BV = 	0.946843
 -132.98	, BV = 	0.969739
 -132.908	, BV = 	0.992634
 -132.84	, BV = 	1.01553
 -132.777	, BV = 	1.03842
 -132.718	, BV = 	1.06132
 -132.664	, BV = 	1.08421
 -132.614	, BV = 	1.10711
 -132.57	, BV = 	1.13
 -132.531	, BV = 	1.1529
 -132.496	, BV = 	1.17579
 -132.467	, BV = 	1.19866
 -132.444	, BV = 	1.22138
 -132.425	, BV = 	1.24385
 -132.413	, BV = 	1.26596
 -132.406	, BV = 	1.28758
 -132.404	, BV = 	1.3086
 -132.409	, BV = 	1.32892
 -132.419	, BV = 	1.3484
 -132.436	, BV = 	1.36694
 -132.458	, BV = 	1.38443
 -132.487	, BV = 	1.40075
 -132.522	, BV = 	1.41578
 -132.564	, BV = 	1.4294
 -132.612	, BV = 	1.44151
 -132.667	, BV = 	1.452
 -132.729	, BV = 	1.4608
 -132.797	, BV = 	1.46801
 -132.872	, BV = 	1.47376
 -132.954	, BV = 	1.47815
 -133.042	, BV = 	1.4813
 -133.137	, BV = 	1.48332
 -133.239	, BV = 	1.48433
 -133.347	, BV = 	1.48445
 -133.462	, BV = 	1.48379
 -133.583	, BV = 	1.48246
 -133.712	, BV = 	1.48058
 -133.846	, BV = 	1.47826
 -133.988	, BV = 	1.47562
 -134.135	, BV = 	1.47277
 -134.29	, BV = 	1.46983
 -134.451	, BV = 	1.46689
 -134.618	, BV = 	1.46394
 -134.792	, BV = 	1.46099
 -134.973	, BV = 	1.45804
 -135.16	, BV = 	1.4551
 -135.353	, BV = 	1.45215
 -135.553	, BV = 	1.4492
 -135.759	, BV = 	1.44625
 -135.972	, BV = 	1.4433
 -136.191	, BV = 	1.44036
 -136.416	, BV = 	1.43741
 -136.648	, BV = 	1.43446
 -136.887	, BV = 	1.43138
 -137.131	, BV = 	1.42795
 -137.382	, BV = 	1.42394
 -137.64	, BV = 	1.4191
 -137.903	, BV = 	1.41321
 -138.173	, BV = 	1.40602
 -138.45	, BV = 	1.39731
 -138.732	, BV = 	1.38684
 -139.021	, BV = 	1.37437
 -139.316	, BV = 	1.35967
 -139.617	, BV = 	1.34251
 -139.925	, BV = 	1.32264
 -140.239	, BV = 	1.29984
 -140.559	, BV = 	1.27387
 -140.885	, BV = 	1.2445
 -141.217	, BV = 	1.21174
 -141.555	, BV = 	1.1758
 -141.899	, BV = 	1.13693
 -142.248	, BV = 	1.09537
 -142.602	, BV = 	1.05133
 -142.961	, BV = 	1.00506
 -143.324	, BV = 	0.956802
 -143.692	, BV = 	0.906778
 -144.064	, BV = 	0.855228
 -144.439	, BV = 	0.802387
 -144.818	, BV = 	0.748488
 -145.201	, BV = 	0.693768
 -145.587	, BV = 	0.638461
 -145.975	, BV = 	0.582801
 -146.366	, BV = 	0.527019
 -146.759	, BV = 	0.471232
 -147.155	, BV = 	0.415445
 -147.552	, BV = 	0.359658
 -147.951	, BV = 	0.303871
 -148.352	, BV = 	0.248084
 -148.753	, BV = 	0.192297
 -149.155	, BV = 	0.13651
 -149.558	, BV = 	0.0807233
 -149.961	, BV = 	0.0249363
 -150.365	, BV = 	-0.0308506
 -150.768	, BV = 	-0.0866376
 -151.171	, BV = 	-0.142405
 -151.573	, BV = 	-0.197992
 -151.974	, BV = 	-0.253172
 -152.374	, BV = 	-0.307719
 -152.773	, BV = 	-0.361408
 -153.17	, BV = 	-0.414012
 -153.565	, BV = 	-0.465305
 -153.959	, BV = 	-0.515063
 -154.349	, BV = 	-0.563057
 -154.738	, BV = 	-0.609064
 -155.123	, BV = 	-0.652856
 -155.505	, BV = 	-0.694208
 -155.884	, BV = 	-0.732894
 -156.259	, BV = 	-0.768687
 -156.63	, BV = 	-0.801363
 -156.998	, BV = 	-0.830733
 -157.361	, BV = 	-0.856896
 -157.72	, BV = 	-0.880075
 -158.075	, BV = 	-0.900499
 -158.425	, BV = 	-0.918392
 -158.771	, BV = 	-0.93398
 -159.113	, BV = 	-0.947489
 -159.451	, BV = 	-0.959146
 -159.784	, BV = 	-0.969175
 -160.113	, BV = 	-0.977804
 -160.438	, BV = 	-0.985258
 -160.758	, BV = 	-0.991763
 -161.074	, BV = 	-0.997545
 -161.385	, BV = 	-1.00283
 -161.692	, BV = 	-1.00784
 -161.994	, BV = 	-1.01279
 -162.292	, BV = 	-1.01774
 -162.586	, BV = 	-1.02269
 -162.874	, BV = 	-1.02764
 -163.159	, BV = 	-1.03259
 -163.438	, BV = 	-1.03754
 -163.713	, BV = 	-1.04249
 -163.984	, BV = 	-1.04744
 -164.25	, BV = 	-1.05239
 -164.511	, BV = 	-1.05733
 -164.767	, BV = 	-1.06228
 -165.019	, BV = 	-1.06723
 -165.266	, BV = 	-1.07218
 -165.508	, BV = 	-1.07713
 -165.745	, BV = 	-1.08208
 -165.978	, BV = 	-1.08703
 -166.206	, BV = 	-1.09198
 -166.429	, BV = 	-1.09693
 -166.647	, BV = 	-1.10188
 -166.86	, BV = 	-1.10682
 -167.068	, BV = 	-1.11177
 -167.271	, BV = 	-1.11672
 -167.47	, BV = 	-1.12167
 -167.663	, BV = 	-1.12662
 -167.851	, BV = 	-1.13157
 -168.034	, BV = 	-1.13652
 -168.213	, BV = 	-1.14147
 -168.386	, BV = 	-1.14642
 -168.554	, BV = 	-1.15137
 -168.717	, BV = 	-1.15631
 -168.875	, BV = 	-1.16126
 -169.027	, BV = 	-1.16621
 -169.175	, BV = 	-1.17116
 -169.317	, BV = 	-1.17611
 -169.454	, BV = 	-1.18106
 -169.586	, BV = 	-1.18601
 -169.712	, BV = 	-1.19096
 -169.834	, BV = 	-1.19591
 -169.949	, BV = 	-1.20086
 -170.06	, BV = 	-1.2058
 -170.165	, BV = 	-1.21075
 -170.265	, BV = 	-1.2157
 -170.359	, BV = 	-1.22065
 -170.448	, BV = 	-1.2256
 -170.532	, BV = 	-1.23055
 -170.61	, BV = 	-1.2355
 -170.683	, BV = 	-1.24045
 -170.75	, BV = 	-1.2454
 -170.811	, BV = 	-1.25034
 -170.867	, BV = 	-1.25529
 -170.918	, BV = 	-1.26024
 -170.963	, BV = 	-1.26519
 -171.002	, BV = 	-1.27014
 -171.035	, BV = 	-1.27509
 -171.063	, BV = 	-1.28009
 -171.085	, BV = 	-1.28525
 -171.102	, BV = 	-1.29068
 -171.112	, BV = 	-1.2965
 -171.117	, BV = 	-1.30281
 -171.117	, BV = 	-1.30974
 -171.11	, BV = 	-1.31739
 -171.098	, BV = 	-1.32588
 -171.079	, BV = 	-1.33532
 -171.055	, BV = 	-1.34583
 -171.025	, BV = 	-1.35752
 -170.989	, BV = 	-1.3705
 -170.947	, BV = 	-1.38488
 -170.9	, BV = 	-1.40079
 -170.846	, BV = 	-1.41832
 -170.786	, BV = 	-1.4375
 -170.72	, BV = 	-1.45823
 -170.648	, BV = 	-1.48038
 -170.569	, BV = 	-1.50384
 -170.484	, BV = 	-1.52851
 -170.392	, BV = 	-1.55427
 -170.293	, BV = 	-1.581
 
