0	219.01	1162.63
0	217.832	1170.77
0	216.276	1178.91
0	214.365	1187.06
0	212.019	1195.19
0	207.832	1209.44
0	202.493	1223.68
0	198.392	1231.66
0	196.787	1233.87
0	192.36	1239.96
0	190.566	1242.01
0	82.4764	1329.49
0	81.6052	1327.47
0	81.6679	1313.22
0	82.9556	1309.14
0	83.9066	1307.12
0	85.1815	1305.08
0	220.228	1152.47
s
0	27.9228	1317.29
0	29.4744	1325.27
0	29.6671	1329.49
0	-28.0852	1315.25
0	-129.305	1254.21
0	-132.318	1252.17
0	-137.412	1248.1
0	-139.848	1246.07
0	-144.968	1239.96
0	-150.679	1231.66
0	-159.416	1211.47
0	-162.759	1203.33
0	-170.253	1182.98
0	-172.895	1174.85
0	-179.067	1154.33
0	-178.699	1152.47
s
